Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Aasoo Bane Angaarey,-1993.0,150 min,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit
Aasra,-1966.0,161 min,"Drama, Family",7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee
Aastha: In the Prison of Spring,-1997.0,132 min,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri
Aatank,-1996.0,113 min,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali
Aatank Hi Aatank,-1995.0,155 min,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan
Aathi,-2006.0,167 min,"Action, Drama, Thriller",4.4,"2,166",Ramana,Joseph Vijay,Trisha Krishnan
Aatish,-1979.0,139 min,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh
Aatish: Feel the Fire,-1994.0,155 min,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi
Aatma,-2006.0,107 min,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza
Aatma,-2013.0,100 min,"Drama, Horror, Thriller",3.8,623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu
Aavida Maa Aavide,-1998.0,153 min,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu
Aavishkar,-1974.0,107 min,"Drama, Romance",7.0,213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore
Aawaz,-1956.0,146 min,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain
Aaya Toofan,-1964.0,128 min,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,Kedar Kapoor,Dara Singh
Aaya Toofan,-1999.0,111 min,Action,5.4,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi
Aaye Din Bahar Ke,-1966.0,170 min,"Musical, Romance",6.6,109,Raghunath Jhalani,Asha Parekh,Dharmendra
Aazaan,-2011.0,125 min,"Action, Musical, Thriller",4.4,346,Prashant Chadha,Sachiin Joshi,Candice Boucher
Aazmayish,-1995.0,147 min,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma
Ab Ayega Mazaa,-1984.0,128 min,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela
Ab Dilli Dur Nahin,-1957.0,133 min,Drama,7.6,80,Amar Kumar,Master Romi,Sulochana Latkar
Ab Hoga Dharna Unlimited,-2012.0,78 min,Comedy,4.0,6,Deepak Tanwar,Saurabh Malik,Rekha Rana
Ab Insaf Hoga,-1995.0,125 min,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty
Ab Tak Chhappan,-2004.0,129 min,"Action, Crime, Drama",7.8,"8,379",Shimit Amin,Nana Patekar,Revathi
Ab Tak Chhappan 2,-2015.0,106 min,"Action, Crime, Thriller",5.8,"1,344",Ejaz Gulab,Nana Patekar,Mohan Agashe
Ab To Aaja Saajan Mere,-1994.0,127 min,"Drama, Romance",4.0,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi
Ab Tumhare Hawale Watan Saathiyo,-2004.0,193 min,"Action, Drama, War",4.6,"1,494",Anil Sharma,Sanjay Sharma,Amitabh Bachchan
Ab... Bas!,-2004.0,137 min,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali
ABCD (Any Body Can Dance),-2013.0,160 min,"Drama, Music",6.3,"6,458",Remo D'Souza,Prabhu Deva,Ganesh Acharya
Abdullah,-1980.0,136 min,"Action, Drama, Romance",6.4,189,Sanjay Khan,Raj Kapoor,Sanjay Khan
Abe Hayat,-1955.0,140 min,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai,Prem Nath,Ameeta
Abhay,-1995.0,127 min,Fantasy,7.0,64,Annu Kapoor,Ankit Desai,Benjamin Gilani
Abhi To Jee Lein,-1977.0,135 min,"Action, Drama, Thriller",5.4,10,Roshan Taneja,Jaya Bachchan,Danny Denzongpa
Abhilasha,-1968.0,141 min,"Drama, Romance",6.8,24,Amit Bose,Meena Kumari,Nanda
Abhimaan,-1973.0,122 min,"Drama, Musical",7.9,"2,665",Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan
Abhimanyu,-1991.0,140 min,"Crime, Drama, Musical",7.0,326,Priyadarshan,Mohanlal,Shankar
Abhimanyu,-1989.0,168 min,"Action, Comedy, Drama",4.6,28,Tony Juneja,Anil Kapoor,Kimi Katkar
Abhinetri,-1970.0,154 min,"Drama, Romance",6.7,70,Subodh Mukherji,Shashi Kapoor,Hema Malini
Abodh,-1984.0,132 min,Drama,5.8,109,Hiren Nag,Tapas Pal,Madhuri Dixit
Accident on Hill Road,-2010.0,105 min,"Crime, Drama, Thriller",4.0,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly
Achanak,-1973.0,96 min,"Crime, Drama",6.8,213,Gulzar,Vinod Khanna,Om Shivpuri
Achanak,-1998.0,160 min,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra,Govinda,Manisha Koirala
Achhut Kanya,-1936.0,142 min,"Drama, Musical, Romance",6.5,114,Franz Osten,Devika Rani,Ashok Kumar
Acid Factory,-2009.0,108 min,"Action, Crime, Mystery",5.0,677,Suparn Varma,Fardeen Khan,Dia Mirza
Action,-2019.0,158 min,"Action, Adventure, Thriller",4.5,858,Sundar C.,Vishal,Tamannaah Bhatia
Action Jackson,-2014.0,144 min,"Action, Crime, Thriller",3.3,"3,461",Prabhu Deva,Prabhas,Ajay Devgn
Action Replayy,-2010.0,129 min,"Comedy, Romance, Sci-Fi",4.2,"5,814",Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan
Ada... A Way of Life,-2010.0,120 min,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka
Adalat,-1958.0,139 min,"Drama, Musical, Romance",6.9,36,Kalidas,Nargis,Pradeep Kumar
Adalat,-1976.0,138 min,"Action, Drama, Family",6.4,284,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman
Adhi Raat Ke Baad,-1965.0,137 min,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt,Ashok Kumar,Ragini
Adhikar,-1954.0,126 min,"Comedy, Drama, Romance",6.7,13,Mohan Segal,Usha Kiran,Kishore Kumar
Adhipathi,-2001.0,151 min,"Action, Drama",5.4,533,Ravi Raja,Nagarjuna Akkineni,Ali
Adhura Sapna,-2007.0,88 min,Drama,4.7,11,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad
Adhurs,-2010.0,150 min,"Action, Comedy, Thriller",6.8,"2,393",V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara
Adi Shankaracharya,-1983.0,130 min,"Biography, Drama",7.3,240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao
Adil-E-Jahangir,-1955.0,150 min,Drama,5.0,8,G.P. Sippy,Pradeep Kumar,Meena Kumari
Adisaya Piravi,-1990.0,145 min,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman,Rajinikanth,Chinnijayanth
Adrishya,-2017.0,106 min,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal
Adutha Varisu,-1983.0,122 min,Drama,5.5,76,S.P. Muthuraman,Rajinikanth,Sridevi
Adventure Kids Hindi Film,-2019.0,120 min,Adventure,6.6,12,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi
Adventures of Aladdin,-1978.0,151 min,Adventure,4.7,7,Homi Wadia,Nazneen,Jayshree T.
Adventures of Ali-Baba and the Forty Thieves,-1980.0,153 min,"Action, Adventure, Family",6.2,506,Latif Faiziyev,Umesh Mehra,Dharmendra
Adventures of Tarzan,-1985.0,135 min,"Action, Adventure, Comedy",4.6,140,Babbar Subhash,Kimi Katkar,Dalip Tahil
Ae Dil Hai Mushkil,-2016.0,158 min,"Drama, Music, Musical",5.8,"21,661",Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan
Aetbaar,-2004.0,152 min,"Action, Drama, Musical",4.6,"1,013",Vikram Bhatt,Amitabh Bachchan,John Abraham
Aflatoon,-1997.0,153 min,"Action, Comedy, Crime",4.5,"1,261",Guddu Dhanoa,Akshay Kumar,Urmila Matondkar
Africadalli Sheela,-1986.0,134 min,"Adventure, Thriller",6.6,18,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha
Afsana,-1966.0,134 min,"Drama, Romance",6.5,12,Brij,Ashok Kumar,Pradeep Kumar
Afsana,-1951.0,168 min,"Drama, Family",7.8,57,B.R. Chopra,Ashok Kumar,Veena
Afsana Dilwalon Ka,-2001.0,195 min,"Drama, Romance",3.6,"1,025",J. Om Prakash,Aashish Kaul,Juni
Afsana Pyar Ka,-1991.0,145 min,"Drama, Romance",5.9,783,M.R. Shahjahan,Aamir Khan,Neelam Kothari
Afsar,-1950.0,121 min,"Comedy, Romance",7.1,19,Chetan Anand,Dev Anand,Suraiya
After the Third Bell,-2014.0,92 min,"Crime, Mystery",6.3,43,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma
Agar Tum Na Hote,-1983.0,161 min,"Drama, Family",6.4,152,Lekh Tandon,Rajesh Khanna,Rekha
Agathiyar,-1972.0,153 min,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu
Agent Vinod,-1977.0,139 min,"Action, Crime, Drama",5.7,84,Deepak Bahry,Mahendra Sandhu,Asha Sachdev
Agent Vinod,-2012.0,157 min,"Action, Adventure, Thriller",5.2,"7,210",Sriram Raghavan,Kareena Kapoor,Saif Ali Khan
Aghaat,-1985.0,138 min,"Drama, Crime",7.1,120,Govind Nihalani,Om Puri,Bharat Gopy
Agnee,-1988.0,153 min,"Action, Drama, Romance",5.1,29,J. Om Prakash,Mithun Chakraborty,Chunky Panday
Agnee Morcha,-1997.0,142 min,Action,3.1,14,Raju Chouhan,Aparajita,Birbal
Agneekaal,-1990.0,161 min,"Action, Crime, Drama",5.6,26,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali
Agneepath,-1990.0,174 min,"Action, Crime, Drama",7.7,"8,500",Mukul Anand,Amitabh Bachchan,Mithun Chakraborty
Agneepath,-2012.0,174 min,"Action, Crime, Drama",6.9,"22,895",Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas
Agni IPS,-1997.0,137 min,Action,7.8,33,Anand P. Raju,Saroja Devi B.,Saikumar
Agni Pareeksha,-1981.0,130 min,"Crime, Drama",6.0,22,Kamal Majumdar,Amol Palekar,Parikshit Sahni
Agni Sakshi,-1996.0,142 min,"Drama, Musical, Romance",6.1,684,Partho Ghosh,Jackie Shroff,Nana Patekar
Agnichakra,-1997.0,123 min,Action,3.6,53,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah
Agniputra,-2000.0,140 min,Action,4.6,24,Vijay Reddy,Asrani,Mithun Chakraborty
Agnivarsha: The Fire and the Rain,-2002.0,126 min,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani,Jackie Shroff,Kumar Iyengar
Agreement,-1980.0,124 min,"Musical, Comedy, Drama",6.2,19,Anil Ganguly,Rekha,Utpal Dutt
Agyaat,-2009.0,130 min,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma,Nithiin,Priyanka Kothari
Ahaan,-2019.0,81 min,"Comedy, Drama",7.2,213,Nikhil Pherwani,Arif Zakaria,Niharika Singh
Ahankaar,-1995.0,145 min,Drama,5.9,53,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni
Ahinsa,-1979.0,103 min,"Action, Drama",4.1,10,Chand,Sunil Dutt,Rekha
Ahista Ahista,-1981.0,141 min,"Musical, Romance",7.0,45,Esmayeel Shroff,Parveen Babi,Suresh Chatwal
Ahista Ahista,-2006.0,122 min,"Drama, Romance",7.0,"1,491",Shivam Nair,Abhay Deol,Soha Ali Khan
Ahsaas,-1979.0,144 min,"Drama, Romance",5.7,38,Surindara Suri,Shashi Kapoor,Simi Garewal
Airlift,-2016.0,130 min,"Drama, History",8.0,"53,897",Raja Menon,Akshay Kumar,Nimrat Kaur
Aisa Yeh Jahaan,-2015.0,120 min,Drama,6.6,52,Biswajeet Bora,Yashpal Sharma,Ira Dubey
Aisha,-2010.0,126 min,"Comedy, Drama, Romance",5.0,"3,953",Rajshree Ojha,Sonam Kapoor,Abhay Deol
Aisi Bhi Kya Jaldi Hai,-1996.0,132 min,"Comedy, Romance",6.6,68,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar
Aisi Deewangi,-2009.0,125 min,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora
Aitbaar,-1985.0,133 min,"Romance, Thriller",6.9,149,Mukul Anand,Raj Babbar,Dimple Kapadia
Aitraaz,-2004.0,160 min,"Drama, Romance, Thriller",6.6,"9,721",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar
Aiyaary,-2018.0,157 min,"Action, Drama, Thriller",5.3,"4,167",Neeraj Pandey,Sidharth Malhotra,Manoj Bajpayee
Aiyyaa,-2012.0,152 min,"Comedy, Romance",4.4,"1,765",Sachin Kundalkar,Rani Mukerji,Prithviraj Sukumaran
Ajab Gazabb Love,-2012.0,116 min,"Comedy, Romance",4.2,520,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah
Ajab Prem Ki Ghazab Kahani,-2009.0,150 min,"Action, Comedy, Romance",6.4,"13,194",Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif
Ajab Singh Ki Gajab Kahani,-2017.0,115 min,Drama,5.8,52,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri
Ajanabee,-1974.0,139 min,"Drama, Romance",6.5,174,Shakti Samanta,Rajesh Khanna,Zeenat Aman
Ajay,-1996.0,146 min,"Action, Drama, Romance",3.7,187,Suneel Darshan,Sunny Deol,Karisma Kapoor
Ajeeb Daastaans,-2021.0,142 min,"Drama, Romance",6.7,"4,133",Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan
Ajji,-2017.0,104 min,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe
Ajnabee,-2001.0,165 min,"Action, Crime, Drama",6.4,"8,164",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar
Ajooba,-1991.0,178 min,"Action, Adventure, Comedy",5.3,"1,214",Shashi Kapoor,Gennadiy Vasilev,Amitabh Bachchan
AK 47,-2004.0,125 min,"Action, Thriller",5.0,39,Raam Shetty,Aditya,Sheetal Bavishi
AK vs AK,-2020.0,108 min,"Action, Comedy, Crime",6.9,"12,429",Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap
Akaash Vani,-2013.0,149 min,"Drama, Romance",6.3,"1,857",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha
Akashdeep,-1965.0,136 min,Drama,6.6,32,Phani Majumdar,Dharmendra,Mehmood
Akayla,-1991.0,180 min,"Action, Drama, Thriller",5.0,421,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff
Akbar Saleem Anarkali,-1979.0,139 min,"Drama, History, Musical",7.7,38,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna
Akela the Alone,-2014.0,58 min,Thriller,5.5,10,Abrar,Adil Ahamad,Roman Ajaz
Akele Hum Akele Tum,-1995.0,160 min,Drama,7.0,"4,780",Mansoor Khan,Aamir Khan,Manisha Koirala
Akeli,-1999.0,165 min,Romance,5.6,11,Vinod Pande,Perena Agarwal,Nandini Ghosal
Akhiyon Se Goli Maare,-2002.0,146 min,"Comedy, Romance",5.1,881,Harmesh Malhotra,Govinda,Raveena Tandon
Akhri Muqabla,-1989.0,132 min,"Action, Drama",5.3,13,Sudesh Issar,Shashi Kapoor,Rajan Sippy
Aks,-2001.0,184 min,"Action, Crime, Horror",5.8,"1,627",Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon
Aksar,-2006.0,135 min,"Drama, Romance, Thriller",4.8,"1,152",Ananth Narayan Mahadevan,Emraan Hashmi,Udita Goswami
Aksar 2,-2017.0,127 min,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode
Alaap,-1977.0,160 min,"Drama, Musical",6.7,327,Hrishikesh Mukherjee,Amitabh Bachchan,Rekha
Aladdin and the Wonderful Lamp,-1952.0,144 min,"Adventure, Fantasy",5.9,15,Homi Wadia,Mahipal,Meena Kumari
Aladin,-2009.0,132 min,"Action, Adventure, Comedy",4.6,"2,839",Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt
Alag Alag,-1985.0,174 min,"Family, Musical, Romance",6.4,86,Shakti Samanta,Rajesh Khanna,Shashi Kapoor
Alag: He Is Different.... He Is Alone...,-2006.0,123 min,"Action, Drama, Fantasy",3.8,"1,172",Ashu Trikha,Akshay Kapoor,Dia Mirza
Alajh Palajh,-2019.0,136 min,Comedy,6.9,7,Uttar Kumar,Vikas Balian,Usha Devi
Alam Ara,-1973.0,124 min,Drama,6.8,8,Nanubhoy Vakil,Nazima,Ajit Sachdev
Alavuddinum Athbutha Vilakkum,-1979.0,144 min,"Adventure, Drama, Fantasy",6.6,161,I.V. Sasi,Kamal Haasan,Rajinikanth
Albela,-2001.0,145 min,"Comedy, Drama, Romance",3.7,737,Deepak Sareen,Govinda,Aishwarya Rai Bachchan
Albela,-1951.0,158 min,"Comedy, Drama, Musical",7.0,82,Master Bhagwan,Geeta Bali,Master Bhagwan
Albert Pinto Ko Gussa Kyon Ata Hai,-1980.0,110 min,"Comedy, Drama, Romance",7.5,428,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi
Albert Pinto Ko Gussa Kyun Aata Hai?,-2019.0,100 min,Drama,5.5,349,Soumitra Ranade,Manav Kaul,Nandita Das
Alex's Strip,-2019.0,109 min,Drama,5.9,37,Irene Zoe Alameda,Aitana Sánchez-Gijón,Aida Folch
Ali Baba and 40 Thieves,-1966.0,154 min,"Adventure, Fantasy, Romance",6.4,14,Homi Wadia,Sanjeev Kumar,L. Vijayalakshmi
Alibaba and 40 Thieves,-1954.0,145 min,"Action, Adventure, Drama",6.2,46,Homi Wadia,Shakila,Mahipal
Alibaba Marjinaa,-1977.0,163 min,"Action, Adventure",6.7,27,Kedar Kapoor,Urmila Bhatt,Birbal
Alif,-2017.0,120 min,Drama,6.5,137,Zaigham Imam,Neelima Azim,Pawan Tiwari
Alif-Laila,-1953.0,135 min,Fantasy,6.3,11,K. Amarnath,Nimmi,Asha Mathur
Aligarh,-2015.0,114 min,"Biography, Drama",7.8,"6,402",Hansal Mehta,Manoj Bajpayee,Rajkummar Rao
All Is Well,-2015.0,126 min,"Comedy, Drama, Romance",3.8,"1,513",Umesh Shukla,Rishi Kapoor,Abhishek Bachchan
All Ladies Do It,-2020.0,97 min,Thriller,7.9,384,Akhil Gautam,Akhil Gautam,Ajay Bafna
All Rounder,-1984.0,128 min,"Action, Drama",4.8,31,Mohan Kumar,Kumar Gaurav,Rati Agnihotri
All the Best: Fun Begins,-2009.0,144 min,"Action, Comedy, Drama",6.2,"5,786",Rohit Shetty,Sanjay Dutt,Ajay Devgn
Allah Ke Banday,-2010.0,123 min,"Action, Crime, Drama",6.1,303,Faruk Kabir,Varun Bhagwat,Virendra Giri
Allah Meharban To Gadha Pehalwan,-1997.0,149 min,Comedy,4.3,7,Ravindra Arora,Zahid Ali,Shakti Kapoor
Allah-Rakha,-1986.0,160 min,"Action, Drama",5.4,132,Ketan Desai,Jackie Shroff,Shammi Kapoor
Alone,-2015.0,133 min,Horror,3.7,"1,622",Bhushan Patel,Bipasha Basu,Karan Singh Grover
Always Kabhi Kabhi,-2011.0,126 min,"Comedy, Crime, Drama",4.0,"1,295",Roshan Abbas,Lillete Dubey,Satyajeet Dubey
Amaanat,-1994.0,140 min,"Action, Drama",4.7,552,Raj N. Sippy,Sanjay Dutt,Akshay Kumar
Aman,-1967.0,152 min,"Adventure, Drama, Romance",6.5,41,Mohan Kumar,Rajendra Kumar,Saira Banu
Aman Ke Farishtey,-2016.0,137 min,Action,6.6,23,Kader Kashmiri,Sonia Albizuri,Dev Anand
Amanush,-1975.0,153 min,"Drama, Family",7.0,232,Shakti Samanta,Uttam Kumar,Sharmila Tagore
Amar,-1954.0,149 min,"Drama, Musical, Romance",6.8,162,Mehboob Khan,Madhubala,Nimmi
Amar Deep,-1958.0,148 min,"Musical, Romance",6.6,38,T. Prakash Rao,Dev Anand,Vyjayanthimala
Amar Jyoti,-1936.0,166 min,Drama,6.1,17,Shantaram Rajaram Vankudre,Durga Khote,Shanta Apte
Amar Prem,-1972.0,143 min,"Drama, Musical, Romance",8.2,"1,592",Shakti Samanta,Rajesh Khanna,Sharmila Tagore
Amar Prem,-2020.0,143 min,Drama,4.4,25,Tanveer Hashmi,Chandrima Banerjee,Kundan Bhardwaj
Amar Rahe Ye Pyar,-1961.0,121 min,Drama,6.5,14,Prabhu,Rajendra Kumar,Nalini Jaywant
Amar Shakti,-1978.0,133 min,"Action, Adventure, Comedy",4.9,16,Harmesh Malhotra,Shashi Kapoor,Shatrughan Sinha
"Amar, Akbar and Anthony",-1977.0,184 min,"Action, Comedy, Drama",7.5,"7,336",Manmohan Desai,Vinod Khanna,Rishi Kapoor
Amavas,-2019.0,134 min,"Horror, Thriller",2.8,308,Bhushan Patel,Ali Asgar,Ali Asgar
Amba,-1990.0,153 min,Family,4.2,41,Mohan Kumar,Shabana Azmi,Anil Kapoor
Amber,-1952.0,141 min,"Action, Adventure, Drama",6.9,65,Jayant Desai,Nargis,Raj Kapoor
Amdavad Junction,-2013.0,95 min,Mystery,4.4,16,Apurv Bajpai,Rohan Jardosh,Ishita Salot
American Desi,-2001.0,100 min,"Comedy, Drama, Romance",6.6,"1,585",Piyush Dinker Pandya,Deep Katdare,Ronobir Lahiri
Amir Garib,-1974.0,140 min,"Action, Thriller",6.6,90,Mohan Kumar,Dev Anand,Hema Malini
Amiri Garibi,-1990.0,155 min,Family,4.9,47,Harmesh Malhotra,Jeetendra,Rekha
Amit Sahni Ki List,-2014.0,110 min,"Comedy, Romance",5.4,347,Ajay Bhuyan,Vir Das,Vega Tamotia
Amma,-1986.0,135 min,Drama,6.2,11,Jiten,Rakhee Gulzar,Mithun Chakraborty
Amma Nagamma,-2001.0,110 min,"Drama, Fantasy, Thriller",5.6,7,C.H. Balaji Singh Babu,Dhamini,Kumar Govind
Ammaa Ki Boli,-2021.0,117 min,"Comedy, Drama",8.1,871,Narayan Chauhan,Sanjay Mishra,Hrishitaa Bhatt
Amrapali,-1966.0,119 min,"Musical, Fantasy",6.6,194,Lekh Tandon,Vyjayanthimala,Sunil Dutt
Amrit,-1986.0,137 min,"Drama, Family",7.0,169,Mohan Kumar,Rajesh Khanna,Smita Patil
Amu,-2005.0,102 min,Drama,7.3,856,Shonali Bose,Konkona Sen Sharma,Yashpal Sharma
An Evening in Paris,-1967.0,168 min,"Musical, Romance, Thriller",6.9,328,Shakti Samanta,Shammi Kapoor,Sharmila Tagore
An Insignificant Man,-2016.0,96 min,"Documentary, Thriller",8.7,"1,928",Khushboo Ranka,Vinay Shukla,Arvind Kejriwal
Anaarkali of Aarah,-2017.0,113 min,Drama,5.9,"1,636",Avinash Das,Pankaj Tripathi,Swara Bhaskar
Anamika,-1973.0,125 min,"Mystery, Romance, Musical",7.1,278,Raghunath Jhalani,Sanjeev Kumar,Jaya Bachchan
Anand,-1971.0,122 min,"Drama, Musical",8.3,"31,937",Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan
Anand Math,-1952.0,176 min,"Biography, Drama, History",7.6,85,Hemen Gupta,Prithviraj Kapoor,Geeta Bali
Ananda Ashram,-1977.0,127 min,"Drama, Family",7.1,140,Shakti Samanta,Ashok Kumar,Uttam Kumar
Anari,-1959.0,166 min,"Comedy, Drama, Musical",7.9,740,Hrishikesh Mukherjee,Raj Kapoor,Nutan
Anari,-1993.0,171 min,"Comedy, Drama, Romance",4.8,429,K. Muralimohana Rao,Rakhee Gulzar,Venkatesh Daggubati
Anari,-1975.0,144 min,"Drama, Romance",6.2,36,Asit Sen,Shashi Kapoor,Sharmila Tagore
Anari No. 1,-1999.0,169 min,Comedy,5.0,636,Kuku Kohli,Govinda,Raveena Tandon
Anarkali,-1953.0,175 min,"History, Musical, Romance",7.2,72,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar
Anatomy of Violence,-2016.0,93 min,"Crime, Drama",5.4,54,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia
Andaaz,-2003.0,145 min,"Drama, Musical, Romance",5.3,"2,359",Raj Kanwar,Akshay Kumar,Lara Dutta
Andaz,-1949.0,148 min,"Musical, Drama, Crime",7.2,498,Mehboob Khan,Nargis,Dilip Kumar
Andaz,-1971.0,166 min,"Drama, Romance",6.7,275,Ramesh Sippy,Shammi Kapoor,Rajesh Khanna
Andaz,-1994.0,167 min,"Action, Comedy, Drama",4.4,402,David Dhawan,Anil Kapoor,Juhi Chawla
Andaz Apna Apna,-1994.0,160 min,"Action, Comedy, Romance",8.1,"50,810",Rajkumar Santoshi,Aamir Khan,Salman Khan
Andha Bichar,-1990.0,148 min,"Action, Drama",6.8,16,Shakti Samanta,Mithun Chakraborty,Mandakini
Andha Oru Nimidam,-1985.0,144 min,"Action, Crime, Drama",6.8,53,Major Sundarrajan,Kamal Haasan,Urvashi
Andhaa Kaanoon,-1983.0,155 min,"Action, Drama",6.1,666,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth
Andhadhun,-2018.0,139 min,"Crime, Drama, Music",8.2,"77,901",Sriram Raghavan,Ayushmann Khurrana,Tabu
Andhera,-1975.0,110 min,"Crime, Drama, Thriller",5.1,30,Shyam Ramsay,Tulsi Ramsay,Sameer Khan
Andheri Raat Mein Diya Tere Haath Mein,-1986.0,129 min,"Comedy, Drama",6.8,56,Dada Kondke,Dada Kondke,Usha Chavan
Andhi Gali,-1984.0,152 min,"Drama, Thriller",5.5,13,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt
Andolan,-1995.0,165 min,"Action, Comedy, Drama",5.0,249,Aziz Sejawal,Ishrat Ali,Somy Ali
Angaar,-1992.0,176 min,"Action, Crime, Drama",6.4,297,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia
Angaara,-1996.0,127 min,"Action, Crime",4.3,30,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat
Angaaray,-1998.0,141 min,"Action, Crime, Drama",5.3,793,Mahesh Bhatt,Akshay Kumar,Nagarjuna Akkineni
Angel,-2011.0,114 min,"Action, Drama",6.3,84,Ganesh Acharya,Sumit Arora,Arun
Angoor,-1982.0,131 min,Comedy,8.3,"4,924",Gulzar,Sanjeev Kumar,Moushumi Chatterjee
Angoor,-2005.0,106 min,Drama,6.1,53,Kanti Shah,Sapna Sappu,Rajesh Sabharwal
Angrakshak,-1995.0,116 min,"Action, Romance",4.4,167,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt
Angrezi Medium,-2020.0,145 min,"Comedy, Drama",7.3,"11,700",Homi Adajania,Irrfan Khan,Radhika Madan
Angry Indian Goddesses,-2015.0,121 min,"Comedy, Drama",7.0,"2,749",Pan Nalin,Sarah Jane Dias,Rajshri Deshpande
Angulimaal,-1960.0,153 min,"Action, Adventure, Drama",6.1,28,Vijay Bhatt,Nimmi,Bharat Bhushan
Anhonee,-1952.0,155 min,"Drama, Romance, Thriller",7.2,77,Khwaja Ahmad Abbas,Nargis,Raj Kapoor
